device_id,n_visits,avg_wh_per_minute_recent,avg_wh_per_minute_early,avg_charge_gained_pct_recent,std_wh_per_minute_recent,pct_change_in_rate,anomaly_flag,maintenance_alert,anomaly_score,household_id,device_type
DEV0031,54.0,0.1768103210849182,0.19550508534393587,75.52000000000001,0.03203103905533018,-0.09562290528724367,1,normal,0.17474961451651788,HH022,rechargeable_battery
DEV0129,82.0,0.18098985272126647,0.177964197758326,77.4,0.03636816395897618,0.017001481202692702,1,normal,0.17495976923412443,HH088,rechargeable_battery
DEV0035,45.0,0.19068395425419835,0.19926316007788705,72.24000000000001,0.030416678593563902,-0.04305465104706413,1,normal,0.17499076008102749,HH024,rechargeable_battery
DEV0138,43.0,0.17428275181598066,0.17021311955173304,72.76,0.028559637944845763,0.02390903988461786,1,normal,0.17515741695639447,HH095,rechargeable_battery
DEV0111,31.0,0.18119745312182528,0.1711248662605039,70.74,0.028001681132337457,0.058861035695349145,1,normal,0.1756020719666277,HH077,solar_lantern
DEV0127,22.0,0.17974154972162334,0.1781280232142596,73.78,0.037451517012423496,0.00905824068694078,1,normal,0.17582298001581254,HH086,solar_lantern
DEV0047,72.0,0.1738466460783882,0.18425853647146062,74.80000000000001,0.03239717038621027,-0.056506963489776164,1,normal,0.1759781845051509,HH032,solar_lantern
DEV0136,46.0,0.18090414401821536,0.19160446747505305,71.34,0.02703326124102055,-0.0558458975296642,1,normal,0.17606517883607015,HH094,rechargeable_battery
DEV0062,29.0,0.1889859169742836,0.1735293173733486,74.47999999999999,0.026633509049684544,0.08907197835441324,1,normal,0.17656840183985412,HH042,rechargeable_battery
DEV0001,69.0,0.17719485651544795,0.18274634146358498,72.5,0.022492637574325788,-0.030378090766009974,1,normal,0.17691308851107745,HH001,rechargeable_battery
DEV0196,45.0,0.1762553203796743,0.1735567496014579,77.17999999999999,0.029840126618394178,0.01554863630722058,1,normal,0.17751354044565038,HH134,solar_lantern
DEV0006,96.0,0.18928487891870055,0.17530943780679817,73.3,0.025907876805661693,0.07971870360627237,1,normal,0.17797160976970605,HH005,solar_lantern
DEV0037,38.0,0.17721175063603503,0.17872675894412204,77.8,0.028268926494924896,-0.008476673090461354,1,normal,0.17827944385527833,HH025,rechargeable_battery
DEV0137,52.0,0.17935436546483058,0.19850954825199826,73.74,0.028998738276282642,-0.09649501979043903,1,normal,0.17864554997941867,HH094,solar_lantern
DEV0107,45.0,0.18485208442531903,0.18235620611995895,75.74,0.03622184666871374,0.013686829521547622,1,normal,0.178713918660785,HH074,rechargeable_battery
DEV0052,50.0,0.18579112789049274,0.17342050863243394,76.4,0.029305801592406054,0.07133308139626332,1,normal,0.17879261999781254,HH036,solar_lantern
DEV0070,46.0,0.1807517570081619,0.19191930353439418,76.28,0.0306125632230794,-0.058188761216668994,1,normal,0.18015260614031103,HH047,rechargeable_battery
DEV0205,42.0,0.1856352666235661,0.19242577444432923,73.4,0.0353167050388584,-0.03528897228228482,1,normal,0.18116146994644927,HH139,solar_lantern
DEV0133,90.0,0.1811625559575253,0.1774023140853666,77.54,0.03341673302507706,0.021196126395224262,1,normal,0.18144048963418757,HH091,solar_lantern
DEV0180,100.0,0.17741599313493772,0.16671397510096317,75.47999999999999,0.031979397961835784,0.06419388673021163,1,normal,0.18148927576522966,HH123,rechargeable_battery
DEV0020,73.0,0.17617276088019124,0.17023982866066256,73.60000000000001,0.03252511208171393,0.03485043580109994,1,normal,0.18165021943467063,HH015,solar_lantern
DEV0185,49.0,0.18065797301735578,0.19426271141913548,72.96000000000001,0.028887763093140707,-0.0700326804994836,1,normal,0.18169142136727756,HH127,rechargeable_battery
DEV0157,43.0,0.18525598547876232,0.18265683069926225,71.66,0.03330724180575959,0.014229715743724256,1,normal,0.18264133475031585,HH109,solar_lantern
DEV0033,36.0,0.17964317010269476,0.18673012201023065,76.92,0.03028069909737299,-0.03795291210245985,1,normal,0.1838062007366601,HH023,rechargeable_battery
DEV0106,42.0,0.17845746745899482,0.17198599762765182,75.67999999999999,0.030022743543140957,0.03762788785488036,1,normal,0.18452828956463269,HH073,solar_lantern
DEV0130,80.0,0.17703067109135157,0.18060195962596323,74.44000000000001,0.027696499784201297,-0.0197743620390831,1,normal,0.1848166999192652,HH089,solar_lantern
DEV0132,45.0,0.1806235051732688,0.17683204150986603,74.42,0.034508502186362894,0.021441044456817143,1,normal,0.1861447320675627,HH090,rechargeable_battery
DEV0156,47.0,0.18790387856919,0.17934097550298103,76.02000000000001,0.028666001518770044,0.04774649542411256,1,normal,0.1872834943099253,HH109,solar_lantern
DEV0194,28.0,0.17562735173042082,0.18057735971600836,74.16,0.0294404857688606,-0.02741211851459312,1,normal,0.18728896692975355,HH133,rechargeable_battery
DEV0051,43.0,0.18436003940198759,0.18724948961809246,73.9,0.03341219346452588,-0.015431017846820806,1,normal,0.18822408967441323,HH036,solar_lantern
DEV0081,24.0,0.18614585521152566,0.17905428320810274,73.35999999999999,0.02851090944681337,0.03960570993535442,1,normal,0.19137954392833278,HH055,solar_lantern
