date,hour,weather_condition,temperature_c,solar_generation_wh,energy_consumed_wh,battery_bank_level_wh,battery_bank_level_pct
2025-03-11,13,sunny,27.6,4261.8,174.2,20000.0,100.0
2025-03-11,14,sunny,27.6,3547.5,178.3,20000.0,100.0
2025-03-11,15,sunny,27.6,3240.2,257.9,20000.0,100.0
2025-03-11,16,sunny,27.6,2830.5,531.3,20000.0,100.0
2025-03-11,17,sunny,27.6,2010.1,1188.4,20000.0,100.0
2025-03-11,18,sunny,27.6,931.1,1561.5,19369.6,96.8
2025-03-11,19,sunny,27.6,0.0,1276.5,18093.1,90.5
2025-03-12,6,sunny,25.9,0.0,236.3,17856.8,89.3
2025-03-12,7,sunny,25.9,851.3,569.8,18138.3,90.7
2025-03-12,8,sunny,25.9,1651.0,945.2,18844.1,94.2
2025-03-12,9,sunny,25.9,2459.4,1078.6,20000.0,100.0
2025-03-12,10,sunny,25.9,2980.2,1027.0,20000.0,100.0
2025-03-12,11,sunny,25.9,3803.2,480.0,20000.0,100.0
2025-03-12,12,sunny,25.9,4042.5,281.7,20000.0,100.0
2025-03-12,13,sunny,25.9,3857.8,198.3,20000.0,100.0
2025-03-12,14,sunny,25.9,3667.8,193.5,20000.0,100.0
2025-03-12,15,sunny,25.9,3122.1,240.5,20000.0,100.0
2025-03-12,16,sunny,25.9,2453.7,475.4,20000.0,100.0
2025-03-12,17,sunny,25.9,1812.2,1012.8,20000.0,100.0
2025-03-12,18,sunny,25.9,878.8,1385.1,19493.7,97.5
2025-03-12,19,sunny,25.9,0.0,1226.6,18267.1,91.3
2025-03-13,6,sunny,28.1,0.0,270.2,17996.9,90.0
2025-03-13,7,sunny,28.1,1020.6,577.5,18440.0,92.2
2025-03-13,8,sunny,28.1,2052.5,955.6,19536.9,97.7
2025-03-13,9,sunny,28.1,2887.7,1347.6,20000.0,100.0
2025-03-13,10,sunny,28.1,3732.7,957.2,20000.0,100.0
2025-03-13,11,sunny,28.1,4066.9,464.7,20000.0,100.0
2025-03-13,12,sunny,28.1,4626.6,260.7,20000.0,100.0
2025-03-13,13,sunny,28.1,4169.0,215.9,20000.0,100.0
2025-03-13,14,sunny,28.1,4217.2,153.6,20000.0,100.0
2025-03-13,15,sunny,28.1,3349.0,205.5,20000.0,100.0
2025-03-13,16,sunny,28.1,2937.9,473.1,20000.0,100.0
2025-03-13,17,sunny,28.1,2163.0,1340.8,20000.0,100.0
2025-03-13,18,sunny,28.1,1051.7,1643.1,19408.6,97.0
2025-03-13,19,sunny,28.1,0.0,1030.3,18378.3,91.9
2025-03-14,6,sunny,28.7,0.0,261.8,18116.5,90.6
2025-03-14,7,sunny,28.7,871.8,534.4,18453.9,92.3
2025-03-14,8,sunny,28.7,1888.7,1051.6,19291.0,96.5
2025-03-14,9,sunny,28.7,2653.5,1313.8,20000.0,100.0
2025-03-14,10,sunny,28.7,3194.6,1065.3,20000.0,100.0
2025-03-14,11,sunny,28.7,3686.1,499.9,20000.0,100.0
2025-03-14,12,sunny,28.7,4176.8,258.8,20000.0,100.0
2025-03-14,13,sunny,28.7,3624.7,174.4,20000.0,100.0
2025-03-14,14,sunny,28.7,3606.9,170.9,20000.0,100.0
2025-03-14,15,sunny,28.7,3253.5,268.9,20000.0,100.0
2025-03-14,16,sunny,28.7,2528.2,549.8,20000.0,100.0
2025-03-14,17,sunny,28.7,1785.2,1308.4,20000.0,100.0
2025-03-14,18,sunny,28.7,892.9,1407.9,19485.0,97.4
2025-03-14,19,sunny,28.7,0.0,1254.7,18230.3,91.2
2025-03-15,6,sunny,28.6,0.0,270.3,17960.0,89.8
2025-03-15,7,sunny,28.6,903.6,485.6,18378.0,91.9
2025-03-15,8,sunny,28.6,1756.5,920.9,19213.6,96.1
2025-03-15,9,sunny,28.6,2695.9,1146.1,20000.0,100.0
2025-03-15,10,sunny,28.6,3379.3,965.0,20000.0,100.0
2025-03-15,11,sunny,28.6,3908.0,576.3,20000.0,100.0
2025-03-15,12,sunny,28.6,3925.6,266.4,20000.0,100.0
2025-03-15,13,sunny,28.6,4091.5,195.8,20000.0,100.0
2025-03-15,14,sunny,28.6,3695.5,170.9,20000.0,100.0
2025-03-15,15,sunny,28.6,3448.1,253.5,20000.0,100.0
2025-03-15,16,sunny,28.6,2546.3,540.3,20000.0,100.0
2025-03-15,17,sunny,28.6,2004.9,1033.9,20000.0,100.0
2025-03-15,18,sunny,28.6,1026.8,1445.9,19580.9,97.9
2025-03-15,19,sunny,28.6,0.0,1173.7,18407.2,92.0
2025-03-16,6,sunny,27.8,0.0,319.4,18087.8,90.4
2025-03-16,7,sunny,27.8,1029.2,613.1,18503.9,92.5
2025-03-16,8,sunny,27.8,2200.7,993.6,19711.0,98.6
2025-03-16,9,sunny,27.8,2813.8,1272.6,20000.0,100.0
2025-03-16,10,sunny,27.8,3687.1,1107.3,20000.0,100.0
2025-03-16,11,sunny,27.8,4118.8,514.0,20000.0,100.0
2025-03-16,12,sunny,27.8,4168.5,297.9,20000.0,100.0
2025-03-16,13,sunny,27.8,4736.2,164.4,20000.0,100.0
2025-03-16,14,sunny,27.8,4311.4,204.4,20000.0,100.0
2025-03-16,15,sunny,27.8,3420.1,215.8,20000.0,100.0
2025-03-16,16,sunny,27.8,3035.7,578.1,20000.0,100.0
2025-03-16,17,sunny,27.8,1929.4,1330.1,20000.0,100.0
2025-03-16,18,sunny,27.8,1068.0,1816.7,19251.3,96.3
2025-03-16,19,sunny,27.8,0.0,1322.1,17929.2,89.6
2025-03-17,6,sunny,27.0,0.0,249.1,17680.1,88.4
2025-03-17,7,sunny,27.0,1050.7,494.9,18235.9,91.2
2025-03-17,8,sunny,27.0,1995.0,851.8,19379.1,96.9
2025-03-17,9,sunny,27.0,2754.2,1115.8,20000.0,100.0
2025-03-17,10,sunny,27.0,3592.1,1067.9,20000.0,100.0
2025-03-17,11,sunny,27.0,3734.2,614.3,20000.0,100.0
2025-03-17,12,sunny,27.0,4490.5,269.6,20000.0,100.0
2025-03-17,13,sunny,27.0,4358.4,187.1,20000.0,100.0
2025-03-17,14,sunny,27.0,3793.9,183.9,20000.0,100.0
2025-03-17,15,sunny,27.0,3302.5,273.9,20000.0,100.0
2025-03-17,16,sunny,27.0,3027.4,610.9,20000.0,100.0
2025-03-17,17,sunny,27.0,2010.8,1237.6,20000.0,100.0
2025-03-17,18,sunny,27.0,1102.1,1506.1,19596.0,98.0
2025-03-17,19,sunny,27.0,0.0,1239.2,18356.8,91.8
2025-03-18,6,sunny,27.2,0.0,293.0,18063.8,90.3
2025-03-18,7,sunny,27.2,920.2,507.1,18476.9,92.4
2025-03-18,8,sunny,27.2,1723.1,949.3,19250.7,96.3
2025-03-18,9,sunny,27.2,2800.0,1161.3,20000.0,100.0
2025-03-18,10,sunny,27.2,3374.1,1065.8,20000.0,100.0
2025-03-18,11,sunny,27.2,3631.9,613.5,20000.0,100.0
2025-03-18,12,sunny,27.2,4077.7,289.8,20000.0,100.0
2025-03-18,13,sunny,27.2,3656.7,166.9,20000.0,100.0
2025-03-18,14,sunny,27.2,4012.3,199.1,20000.0,100.0
2025-03-18,15,sunny,27.2,3504.6,277.4,20000.0,100.0
2025-03-18,16,sunny,27.2,2450.6,609.8,20000.0,100.0
2025-03-18,17,sunny,27.2,1840.2,1330.8,20000.0,100.0
2025-03-18,18,sunny,27.2,882.4,1535.6,19346.8,96.7
2025-03-18,19,sunny,27.2,0.0,1332.0,18014.8,90.1
2025-03-19,6,sunny,26.2,0.0,326.7,17688.1,88.4
2025-03-19,7,sunny,26.2,896.9,554.1,18030.9,90.2
2025-03-19,8,sunny,26.2,1772.3,968.9,18834.3,94.2
2025-03-19,9,sunny,26.2,2529.1,1203.9,20000.0,100.0
2025-03-19,10,sunny,26.2,3270.1,1118.1,20000.0,100.0
2025-03-19,11,sunny,26.2,3772.6,573.9,20000.0,100.0
2025-03-19,12,sunny,26.2,3722.3,304.2,20000.0,100.0
2025-03-19,13,sunny,26.2,3951.2,198.9,20000.0,100.0
2025-03-19,14,sunny,26.2,3646.3,198.5,20000.0,100.0
2025-03-19,15,sunny,26.2,3198.1,267.5,20000.0,100.0
2025-03-19,16,sunny,26.2,2396.3,564.0,20000.0,100.0
2025-03-19,17,sunny,26.2,1782.1,1048.3,20000.0,100.0
2025-03-19,18,sunny,26.2,955.0,1704.7,19250.3,96.3
2025-03-19,19,sunny,26.2,0.0,1349.1,17901.2,89.5
2025-03-20,6,sunny,27.1,0.0,319.0,17582.2,87.9
2025-03-20,7,sunny,27.1,934.3,578.6,17937.9,89.7
2025-03-20,8,sunny,27.1,1697.3,1045.8,18589.4,92.9
2025-03-20,9,sunny,27.1,2711.5,1261.6,20000.0,100.0
2025-03-20,10,sunny,27.1,3254.2,1095.4,20000.0,100.0
2025-03-20,11,sunny,27.1,3802.4,528.9,20000.0,100.0
2025-03-20,12,sunny,27.1,4204.8,306.3,20000.0,100.0
2025-03-20,13,sunny,27.1,4222.2,224.2,20000.0,100.0
2025-03-20,14,sunny,27.1,3937.5,200.1,20000.0,100.0
2025-03-20,15,sunny,27.1,3310.7,226.0,20000.0,100.0
2025-03-20,16,sunny,27.1,2641.0,613.1,20000.0,100.0
2025-03-20,17,sunny,27.1,1844.4,1377.0,20000.0,100.0
2025-03-20,18,sunny,27.1,889.9,1601.4,19288.5,96.4
2025-03-20,19,sunny,27.1,0.0,1214.8,18073.7,90.4
2025-03-21,6,sunny,26.5,0.0,288.8,17784.9,88.9
2025-03-21,7,sunny,26.5,1073.2,487.5,18370.6,91.9
2025-03-21,8,sunny,26.5,2230.3,907.0,19693.9,98.5
2025-03-21,9,sunny,26.5,3296.3,1354.7,20000.0,100.0
2025-03-21,10,sunny,26.5,3800.1,1036.4,20000.0,100.0
2025-03-21,11,sunny,26.5,4266.2,536.6,20000.0,100.0
2025-03-21,12,sunny,26.5,5069.8,294.1,20000.0,100.0
2025-03-21,13,sunny,26.5,5067.7,181.4,20000.0,100.0
2025-03-21,14,sunny,26.5,4387.9,185.4,20000.0,100.0
2025-03-21,15,sunny,26.5,3953.7,289.9,20000.0,100.0
2025-03-21,16,sunny,26.5,3005.9,631.8,20000.0,100.0
2025-03-21,17,sunny,26.5,2364.7,1267.7,20000.0,100.0
2025-03-21,18,sunny,26.5,1125.6,1680.7,19444.9,97.2
2025-03-21,19,sunny,26.5,0.0,1359.8,18085.1,90.4
2025-03-22,6,sunny,27.9,0.0,293.3,17791.8,89.0
2025-03-22,7,sunny,27.9,957.9,574.4,18175.3,90.9
2025-03-22,8,sunny,27.9,1913.8,918.7,19170.4,95.9
2025-03-22,9,sunny,27.9,2758.1,1369.5,20000.0,100.0
2025-03-22,10,sunny,27.9,3367.7,1009.6,20000.0,100.0
2025-03-22,11,sunny,27.9,3813.1,540.5,20000.0,100.0
2025-03-22,12,sunny,27.9,4003.8,260.5,20000.0,100.0
2025-03-22,13,sunny,27.9,3734.4,195.7,20000.0,100.0
2025-03-22,14,sunny,27.9,3525.9,181.8,20000.0,100.0
2025-03-22,15,sunny,27.9,3347.8,235.3,20000.0,100.0
2025-03-22,16,sunny,27.9,2667.9,501.5,20000.0,100.0
2025-03-22,17,sunny,27.9,1875.4,1365.6,20000.0,100.0
2025-03-22,18,sunny,27.9,913.8,1793.8,19120.0,95.6
2025-03-22,19,sunny,27.9,0.0,1368.9,17751.1,88.8
2025-03-23,6,sunny,29.5,0.0,275.5,17475.6,87.4
2025-03-23,7,sunny,29.5,1114.9,547.5,18043.0,90.2
2025-03-23,8,sunny,29.5,2165.6,894.5,19314.1,96.6
2025-03-23,9,sunny,29.5,2744.4,1448.1,20000.0,100.0
2025-03-23,10,sunny,29.5,3870.9,1138.4,20000.0,100.0
2025-03-23,11,sunny,29.5,4450.2,566.6,20000.0,100.0
2025-03-23,12,sunny,29.5,4273.2,261.2,20000.0,100.0
2025-03-23,13,sunny,29.5,4418.9,183.3,20000.0,100.0
2025-03-23,14,sunny,29.5,4440.1,161.2,20000.0,100.0
2025-03-23,15,sunny,29.5,3461.6,236.0,20000.0,100.0
2025-03-23,16,sunny,29.5,2814.5,531.0,20000.0,100.0
2025-03-23,17,sunny,29.5,2117.9,1198.0,20000.0,100.0
2025-03-23,18,sunny,29.5,1083.9,1890.1,19193.8,96.0
2025-03-23,19,sunny,29.5,0.0,1337.1,17856.7,89.3
2025-03-24,6,sunny,27.5,0.0,336.8,17519.9,87.6
2025-03-24,7,sunny,27.5,1188.5,542.1,18166.3,90.8
2025-03-24,8,sunny,27.5,2248.4,1130.8,19283.9,96.4
2025-03-24,9,sunny,27.5,3316.5,1290.8,20000.0,100.0
2025-03-24,10,sunny,27.5,4249.8,1080.6,20000.0,100.0
2025-03-24,11,sunny,27.5,4658.3,526.8,20000.0,100.0
2025-03-24,12,sunny,27.5,4546.4,336.9,20000.0,100.0
2025-03-24,13,sunny,27.5,4913.1,196.3,20000.0,100.0
2025-03-24,14,sunny,27.5,4620.6,165.5,20000.0,100.0
2025-03-24,15,sunny,27.5,4210.9,235.1,20000.0,100.0
2025-03-24,16,sunny,27.5,3384.2,588.1,20000.0,100.0
2025-03-24,17,sunny,27.5,2187.7,1092.0,20000.0,100.0
2025-03-24,18,sunny,27.5,1223.4,1537.2,19686.2,98.4
2025-03-24,19,sunny,27.5,0.0,1368.8,18317.4,91.6
2025-03-25,6,sunny,26.7,0.0,329.5,17987.9,89.9
2025-03-25,7,sunny,26.7,903.7,533.6,18358.0,91.8
2025-03-25,8,sunny,26.7,1758.2,941.7,19174.5,95.9
2025-03-25,9,sunny,26.7,2512.1,1116.0,20000.0,100.0
2025-03-25,10,sunny,26.7,3039.2,1008.0,20000.0,100.0
2025-03-25,11,sunny,26.7,3857.1,506.8,20000.0,100.0
2025-03-25,12,sunny,26.7,3698.2,333.9,20000.0,100.0
2025-03-25,13,sunny,26.7,4101.4,213.5,20000.0,100.0
2025-03-25,14,sunny,26.7,3498.8,187.1,20000.0,100.0
2025-03-25,15,sunny,26.7,3065.2,229.8,20000.0,100.0
2025-03-25,16,sunny,26.7,2536.9,599.0,20000.0,100.0
2025-03-25,17,sunny,26.7,1772.3,1321.5,20000.0,100.0
2025-03-25,18,sunny,26.7,903.5,1633.7,19269.8,96.3
2025-03-25,19,sunny,26.7,0.0,1424.2,17845.6,89.2
2025-03-26,6,sunny,29.7,0.0,259.2,17586.4,87.9
2025-03-26,7,sunny,29.7,1209.4,530.0,18265.8,91.3
2025-03-26,8,sunny,29.7,2239.6,1036.0,19469.4,97.3
2025-03-26,9,sunny,29.7,3075.8,1127.2,20000.0,100.0
2025-03-26,10,sunny,29.7,3918.2,1181.1,20000.0,100.0
2025-03-26,11,sunny,29.7,4638.9,567.1,20000.0,100.0
2025-03-26,12,sunny,29.7,4496.2,308.3,20000.0,100.0
2025-03-26,13,sunny,29.7,4535.9,206.5,20000.0,100.0
2025-03-26,14,sunny,29.7,4734.9,188.5,20000.0,100.0
2025-03-26,15,sunny,29.7,3888.2,224.8,20000.0,100.0
2025-03-26,16,sunny,29.7,2996.4,576.9,20000.0,100.0
2025-03-26,17,sunny,29.7,2399.1,1188.0,20000.0,100.0
2025-03-26,18,sunny,29.7,1180.0,1818.6,19361.4,96.8
2025-03-26,19,sunny,29.7,0.0,1152.9,18208.5,91.0
2025-03-27,6,sunny,27.5,0.0,322.2,17886.3,89.4
2025-03-27,7,sunny,27.5,1083.2,637.4,18332.1,91.7
2025-03-27,8,sunny,27.5,2141.6,1126.2,19347.5,96.7
2025-03-27,9,sunny,27.5,2994.7,1419.8,20000.0,100.0
2025-03-27,10,sunny,27.5,3650.5,1141.1,20000.0,100.0
2025-03-27,11,sunny,27.5,4273.4,587.2,20000.0,100.0
2025-03-27,12,sunny,27.5,4343.2,302.4,20000.0,100.0
2025-03-27,13,sunny,27.5,4482.4,200.9,20000.0,100.0
2025-03-27,14,sunny,27.5,4202.6,211.5,20000.0,100.0
2025-03-27,15,sunny,27.5,3776.1,242.0,20000.0,100.0
2025-03-27,16,sunny,27.5,2932.4,638.5,20000.0,100.0
2025-03-27,17,sunny,27.5,2124.5,1452.6,20000.0,100.0
2025-03-27,18,sunny,27.5,1036.8,1774.9,19261.9,96.3
2025-03-27,19,sunny,27.5,0.0,1479.1,17782.8,88.9
2025-03-28,6,sunny,29.1,0.0,297.6,17485.2,87.4
2025-03-28,7,sunny,29.1,1008.0,539.6,17953.6,89.8
2025-03-28,8,sunny,29.1,2160.7,1056.0,19058.3,95.3
2025-03-28,9,sunny,29.1,2738.5,1383.5,20000.0,100.0
2025-03-28,10,sunny,29.1,3488.0,1171.5,20000.0,100.0
2025-03-28,11,sunny,29.1,4000.5,541.6,20000.0,100.0
2025-03-28,12,sunny,29.1,4096.1,304.0,20000.0,100.0
2025-03-28,13,sunny,29.1,4342.3,221.9,20000.0,100.0
2025-03-28,14,sunny,29.1,4098.8,186.1,20000.0,100.0
2025-03-28,15,sunny,29.1,3494.4,245.8,20000.0,100.0
2025-03-28,16,sunny,29.1,3115.2,536.5,20000.0,100.0
2025-03-28,17,sunny,29.1,2202.2,1234.8,20000.0,100.0
2025-03-28,18,sunny,29.1,988.0,1612.7,19375.3,96.9
2025-03-28,19,sunny,29.1,0.0,1415.7,17959.6,89.8
2025-03-29,6,sunny,26.1,0.0,316.7,17642.9,88.2
2025-03-29,7,sunny,26.1,1129.0,681.5,18090.4,90.5
2025-03-29,8,sunny,26.1,2110.5,1159.9,19041.0,95.2
2025-03-29,9,sunny,26.1,3061.9,1303.3,20000.0,100.0
2025-03-29,10,sunny,26.1,3750.8,924.9,20000.0,100.0
2025-03-29,11,sunny,26.1,4295.4,681.6,20000.0,100.0
2025-03-29,12,sunny,26.1,4106.3,335.5,20000.0,100.0
2025-03-29,13,sunny,26.1,4678.5,190.5,20000.0,100.0
2025-03-29,14,sunny,26.1,4147.2,221.6,20000.0,100.0
2025-03-29,15,sunny,26.1,3893.9,235.3,20000.0,100.0
2025-03-29,16,sunny,26.1,2862.0,635.7,20000.0,100.0
2025-03-29,17,sunny,26.1,1965.5,1241.3,20000.0,100.0
2025-03-29,18,sunny,26.1,979.9,1572.3,19407.6,97.0
2025-03-29,19,sunny,26.1,0.0,1370.4,18037.2,90.2
2025-03-30,6,sunny,27.7,0.0,285.7,17751.5,88.8
2025-03-30,7,sunny,27.7,947.7,549.3,18149.9,90.7
2025-03-30,8,sunny,27.7,1931.1,962.4,19118.6,95.6
2025-03-30,9,sunny,27.7,2628.0,1179.4,20000.0,100.0
2025-03-30,10,sunny,27.7,3611.5,1106.6,20000.0,100.0
2025-03-30,11,sunny,27.7,4269.1,656.1,20000.0,100.0
2025-03-30,12,sunny,27.7,4292.1,273.2,20000.0,100.0
2025-03-30,13,sunny,27.7,4289.7,181.3,20000.0,100.0
2025-03-30,14,sunny,27.7,3958.4,191.1,20000.0,100.0
2025-03-30,15,sunny,27.7,3482.4,248.8,20000.0,100.0
2025-03-30,16,sunny,27.7,2918.6,665.3,20000.0,100.0
2025-03-30,17,sunny,27.7,2070.7,1368.5,20000.0,100.0
2025-03-30,18,sunny,27.7,1030.1,1516.8,19513.3,97.6
2025-03-30,19,sunny,27.7,0.0,1335.8,18177.5,90.9
2025-03-31,6,sunny,24.6,0.0,319.8,17857.7,89.3
2025-03-31,7,sunny,24.6,1002.0,627.8,18231.9,91.2
2025-03-31,8,sunny,24.6,1927.1,1061.9,19097.1,95.5
2025-03-31,9,sunny,24.6,2696.9,1298.4,20000.0,100.0
2025-03-31,10,sunny,24.6,3557.4,923.6,20000.0,100.0
2025-03-31,11,sunny,24.6,4107.9,566.4,20000.0,100.0
2025-03-31,12,sunny,24.6,4289.1,321.6,20000.0,100.0
2025-03-31,13,sunny,24.6,4269.9,216.8,20000.0,100.0
2025-03-31,14,sunny,24.6,4207.1,199.2,20000.0,100.0
2025-03-31,15,sunny,24.6,3582.3,284.5,20000.0,100.0
2025-03-31,16,sunny,24.6,2673.8,567.7,20000.0,100.0
2025-03-31,17,sunny,24.6,1930.2,1237.4,20000.0,100.0
2025-03-31,18,sunny,24.6,985.1,1717.5,19267.6,96.3
2025-03-31,19,sunny,24.6,0.0,1214.4,18053.2,90.3
2025-04-01,6,cloudy,25.4,0.0,271.2,17782.0,88.9
2025-04-01,7,cloudy,25.4,700.9,523.1,17959.8,89.8
2025-04-01,8,cloudy,25.4,1404.3,1027.3,18336.8,91.7
2025-04-01,9,cloudy,25.4,2085.9,1259.8,19162.9,95.8
2025-04-01,10,cloudy,25.4,2445.2,999.4,20000.0,100.0
2025-04-01,11,cloudy,25.4,2801.9,603.4,20000.0,100.0
2025-04-01,12,cloudy,25.4,2862.7,282.6,20000.0,100.0
2025-04-01,13,cloudy,25.4,2746.2,187.2,20000.0,100.0
2025-04-01,14,cloudy,25.4,2962.3,194.6,20000.0,100.0
2025-04-01,15,cloudy,25.4,2235.9,306.2,20000.0,100.0
2025-04-01,16,cloudy,25.4,1807.0,595.8,20000.0,100.0
2025-04-01,17,cloudy,25.4,1413.1,1499.5,19913.6,99.6
2025-04-01,18,cloudy,25.4,727.2,1766.5,18874.3,94.4
2025-04-01,19,cloudy,25.4,0.0,1149.3,17725.0,88.6
2025-04-02,6,rainy,22.4,0.0,289.0,17436.0,87.2
2025-04-02,7,rainy,22.4,386.8,643.0,17179.8,85.9
2025-04-02,8,rainy,22.4,796.8,1091.7,16884.9,84.4
2025-04-02,9,rainy,22.4,1208.3,1386.0,16707.2,83.5
2025-04-02,10,rainy,22.4,1366.7,1051.6,17022.3,85.1
2025-04-02,11,rainy,22.4,1509.1,556.4,17975.0,89.9
2025-04-02,12,rainy,22.4,1604.8,341.0,19238.8,96.2
2025-04-02,13,rainy,22.4,1751.4,214.4,20000.0,100.0
2025-04-02,14,rainy,22.4,1568.3,211.2,20000.0,100.0
2025-04-02,15,rainy,22.4,1475.4,302.2,20000.0,100.0
2025-04-02,16,rainy,22.4,1142.4,673.2,20000.0,100.0
2025-04-02,17,rainy,22.4,796.2,1331.1,19465.1,97.3
2025-04-02,18,rainy,22.4,432.3,1735.2,18162.2,90.8
2025-04-02,19,rainy,22.4,0.0,1262.9,16899.3,84.5
2025-04-03,6,cloudy,25.3,0.0,307.2,16592.1,83.0
2025-04-03,7,cloudy,25.3,579.6,684.4,16487.3,82.4
2025-04-03,8,cloudy,25.3,1148.6,1228.8,16407.1,82.0
2025-04-03,9,cloudy,25.3,1603.2,1369.8,16640.5,83.2
2025-04-03,10,cloudy,25.3,2095.2,1198.0,17537.7,87.7
2025-04-03,11,cloudy,25.3,2235.6,692.3,19081.0,95.4
2025-04-03,12,cloudy,25.3,2525.3,321.9,20000.0,100.0
2025-04-03,13,cloudy,25.3,2517.1,184.0,20000.0,100.0
2025-04-03,14,cloudy,25.3,2366.0,187.9,20000.0,100.0
2025-04-03,15,cloudy,25.3,2033.0,285.0,20000.0,100.0
2025-04-03,16,cloudy,25.3,1678.2,542.5,20000.0,100.0
2025-04-03,17,cloudy,25.3,1099.2,1222.0,19877.2,99.4
2025-04-03,18,cloudy,25.3,577.0,1865.6,18588.6,92.9
2025-04-03,19,cloudy,25.3,0.0,1503.7,17084.9,85.4
2025-04-04,6,rainy,22.3,0.0,296.2,16788.7,83.9
2025-04-04,7,rainy,22.3,375.2,705.5,16458.4,82.3
2025-04-04,8,rainy,22.3,787.5,1167.5,16078.4,80.4
2025-04-04,9,rainy,22.3,982.0,1391.2,15669.2,78.3
2025-04-04,10,rainy,22.3,1403.5,1243.8,15828.9,79.1
2025-04-04,11,rainy,22.3,1393.1,600.7,16621.3,83.1
2025-04-04,12,rainy,22.3,1529.8,280.5,17870.6,89.4
2025-04-04,13,rainy,22.3,1621.7,200.4,19291.9,96.5
2025-04-04,14,rainy,22.3,1447.6,178.4,20000.0,100.0
2025-04-04,15,rainy,22.3,1304.9,246.2,20000.0,100.0
2025-04-04,16,rainy,22.3,1040.8,554.9,20000.0,100.0
2025-04-04,17,rainy,22.3,788.5,1212.5,19576.0,97.9
2025-04-04,18,rainy,22.3,380.8,1652.1,18304.7,91.5
2025-04-04,19,rainy,22.3,0.0,1235.8,17068.9,85.3
2025-04-05,6,cloudy,24.1,0.0,331.9,16737.0,83.7
2025-04-05,7,cloudy,24.1,501.9,612.6,16626.3,83.1
2025-04-05,8,cloudy,24.1,1053.6,1015.1,16664.8,83.3
2025-04-05,9,cloudy,24.1,1455.6,1186.3,16934.1,84.7
2025-04-05,10,cloudy,24.1,1763.5,1092.0,17605.6,88.0
2025-04-05,11,cloudy,24.1,2251.7,716.5,19140.8,95.7
2025-04-05,12,cloudy,24.1,2386.9,310.1,20000.0,100.0
2025-04-05,13,cloudy,24.1,2079.5,204.8,20000.0,100.0
2025-04-05,14,cloudy,24.1,2009.2,174.8,20000.0,100.0
2025-04-05,15,cloudy,24.1,1728.1,272.0,20000.0,100.0
2025-04-05,16,cloudy,24.1,1448.2,565.1,20000.0,100.0
2025-04-05,17,cloudy,24.1,1075.2,1306.3,19768.9,98.8
2025-04-05,18,cloudy,24.1,564.9,1685.7,18648.1,93.2
2025-04-05,19,cloudy,24.1,0.0,1235.5,17412.6,87.1
2025-04-06,6,rainy,23.6,0.0,330.0,17082.6,85.4
2025-04-06,7,rainy,23.6,316.6,565.6,16833.6,84.2
2025-04-06,8,rainy,23.6,680.1,957.3,16556.4,82.8
2025-04-06,9,rainy,23.6,919.4,1388.7,16087.1,80.4
2025-04-06,10,rainy,23.6,1086.3,1093.6,16079.8,80.4
2025-04-06,11,rainy,23.6,1202.0,668.8,16613.0,83.1
2025-04-06,12,rainy,23.6,1304.3,289.9,17627.4,88.1
2025-04-06,13,rainy,23.6,1323.8,243.7,18707.5,93.5
2025-04-06,14,rainy,23.6,1342.0,233.3,19816.2,99.1
2025-04-06,15,rainy,23.6,1156.1,291.0,20000.0,100.0
2025-04-06,16,rainy,23.6,907.4,705.0,20000.0,100.0
2025-04-06,17,rainy,23.6,639.0,1312.9,19326.1,96.6
2025-04-06,18,rainy,23.6,335.6,1863.7,17798.0,89.0
2025-04-06,19,rainy,23.6,0.0,1328.4,16469.6,82.3
2025-04-07,6,cloudy,25.9,0.0,352.0,16117.6,80.6
2025-04-07,7,cloudy,25.9,733.5,678.7,16172.4,80.9
2025-04-07,8,cloudy,25.9,1356.5,1257.8,16271.1,81.4
2025-04-07,9,cloudy,25.9,2044.6,1277.5,17038.2,85.2
2025-04-07,10,cloudy,25.9,2443.9,1037.0,18445.1,92.2
2025-04-07,11,cloudy,25.9,2832.3,671.9,20000.0,100.0
2025-04-07,12,cloudy,25.9,3282.3,337.3,20000.0,100.0
2025-04-07,13,cloudy,25.9,3092.2,215.3,20000.0,100.0
2025-04-07,14,cloudy,25.9,3037.6,228.6,20000.0,100.0
2025-04-07,15,cloudy,25.9,2464.1,317.0,20000.0,100.0
2025-04-07,16,cloudy,25.9,2017.6,689.0,20000.0,100.0
2025-04-07,17,cloudy,25.9,1540.4,1464.7,20000.0,100.0
2025-04-07,18,cloudy,25.9,701.6,1896.4,18805.2,94.0
2025-04-07,19,cloudy,25.9,0.0,1500.1,17305.1,86.5
2025-04-08,6,cloudy,26.6,0.0,292.0,17013.1,85.1
2025-04-08,7,cloudy,26.6,663.4,662.3,17014.2,85.1
2025-04-08,8,cloudy,26.6,1293.6,1012.5,17295.3,86.5
2025-04-08,9,cloudy,26.6,1733.6,1345.7,17683.2,88.4
2025-04-08,10,cloudy,26.6,2372.8,1146.9,18909.1,94.5
2025-04-08,11,cloudy,26.6,2496.0,624.9,20000.0,100.0
2025-04-08,12,cloudy,26.6,2741.8,301.0,20000.0,100.0
2025-04-08,13,cloudy,26.6,2896.6,207.4,20000.0,100.0
2025-04-08,14,cloudy,26.6,2651.6,234.5,20000.0,100.0
2025-04-08,15,cloudy,26.6,2333.6,290.5,20000.0,100.0
