transaction_id,date,hour,household_id,device_id,battery_level_start_pct,battery_level_end_pct,energy_delivered_wh,charge_duration_min,household_kerosene_use_l_this_week,is_simulated_fault_injected
T001711,2025-03-05,16,HH096,DEV0140,31.6,100.0,4.92,31.6,0.24,False
T001712,2025-03-05,19,HH106,DEV0152,14.1,89.0,39.49,229.2,0.37,False
T001713,2025-03-05,16,HH109,DEV0156,17.6,91.1,5.59,26.9,0.65,False
T001714,2025-03-05,17,HH111,DEV0162,22.9,100.0,33.92,248.9,0.66,False
T001715,2025-03-05,15,HH112,DEV0163,34.3,100.0,22.14,133.1,0.43,False
T001716,2025-03-05,17,HH115,DEV0169,32.3,100.0,27.35,157.2,1.09,False
T001717,2025-03-05,15,HH116,DEV0170,21.9,93.8,24.22,147.2,1.65,False
T001718,2025-03-05,18,HH118,DEV0173,13.2,96.9,3.85,26.0,0.86,False
T001719,2025-03-05,18,HH129,DEV0188,34.0,100.0,3.89,16.8,0.63,False
T001720,2025-03-05,9,HH131,DEV0190,38.5,100.0,2.89,21.1,0.74,False
T001721,2025-03-05,18,HH132,DEV0192,37.2,100.0,3.14,15.5,1.05,False
T001722,2025-03-05,19,HH136,DEV0199,30.3,100.0,32.13,141.3,0.6,False
T001723,2025-03-06,18,HH004,DEV0005,32.3,100.0,4.87,22.4,0.35,False
T001724,2025-03-06,19,HH005,DEV0006,5.8,80.8,2.93,14.3,0.76,False
T001725,2025-03-06,15,HH014,DEV0019,7.2,89.1,3.68,20.7,0.57,False
T001726,2025-03-06,19,HH016,DEV0021,33.0,100.0,30.49,200.1,0.57,False
T001727,2025-03-06,15,HH020,DEV0027,19.6,100.0,2.81,18.7,0.3,False
T001728,2025-03-06,18,HH021,DEV0028,10.5,81.7,19.29,114.2,0.92,False
T001729,2025-03-06,16,HH024,DEV0034,18.7,96.9,45.78,198.8,1.69,False
T001730,2025-03-06,19,HH027,DEV0039,10.5,94.7,2.69,14.1,0.39,False
T001731,2025-03-06,19,HH030,DEV0044,12.3,100.0,3.07,17.0,0.16,False
T001732,2025-03-06,19,HH031,DEV0045,9.4,88.7,40.38,254.4,0.72,False
T001733,2025-03-06,12,HH032,DEV0047,19.0,100.0,4.94,34.2,1.28,False
T001734,2025-03-06,17,HH033,DEV0048,9.6,97.6,5.63,30.3,0.42,False
T001735,2025-03-06,19,HH034,DEV0049,33.9,100.0,4.96,22.9,0.36,False
T001736,2025-03-06,13,HH036,DEV0051,5.5,83.1,4.66,20.3,1.09,False
T001737,2025-03-06,19,HH037,DEV0053,29.2,100.0,3.33,24.7,1.0,False
T001738,2025-03-06,16,HH039,DEV0058,25.4,100.0,3.58,21.9,1.81,False
T001739,2025-03-06,19,HH048,DEV0071,20.9,100.0,32.04,171.2,0.09,False
T001740,2025-03-06,16,HH050,DEV0074,29.6,100.0,3.24,19.7,0.76,False
T001741,2025-03-06,14,HH051,DEV0075,6.5,85.8,3.89,22.1,0.75,False
T001742,2025-03-06,16,HH054,DEV0079,5.7,85.3,3.74,21.1,0.96,False
T001743,2025-03-06,16,HH059,DEV0087,5.6,87.9,4.77,28.1,0.39,False
T001744,2025-03-06,16,HH071,DEV0103,23.9,100.0,4.79,33.4,0.86,False
T001745,2025-03-06,18,HH072,DEV0104,22.5,100.0,22.71,155.9,0.24,False
T001746,2025-03-06,15,HH074,DEV0107,8.5,84.0,38.0,168.6,0.41,False
T001747,2025-03-06,14,HH078,DEV0113,23.2,100.0,4.07,25.3,1.2,False
T001748,2025-03-06,17,HH081,DEV0117,17.6,95.5,18.69,95.5,1.88,False
T001749,2025-03-06,16,HH084,DEV0123,32.7,100.0,3.36,18.8,1.02,False
T001750,2025-03-06,14,HH086,DEV0127,39.4,100.0,2.36,13.8,0.51,False
T001751,2025-03-06,16,HH093,DEV0135,39.7,100.0,2.59,16.9,0.99,False
T001752,2025-03-06,19,HH094,DEV0137,15.2,91.7,3.75,16.9,0.35,False
T001753,2025-03-06,19,HH096,DEV0140,23.5,100.0,5.51,28.8,0.24,False
T001754,2025-03-06,16,HH097,DEV0141,15.6,100.0,4.39,30.6,0.55,False
T001755,2025-03-06,14,HH098,DEV0142,20.2,100.0,43.89,231.9,0.88,False
T001756,2025-03-06,16,HH099,DEV0144,38.1,100.0,4.77,29.1,0.49,False
T001757,2025-03-06,14,HH108,DEV0155,5.0,76.3,32.01,181.0,0.7,False
T001758,2025-03-06,16,HH113,DEV0164,39.3,100.0,13.11,76.5,0.58,False
T001759,2025-03-06,16,HH123,DEV0180,35.9,100.0,13.4,82.4,0.35,False
T001760,2025-03-06,18,HH128,DEV0187,26.2,100.0,3.1,14.0,0.16,False
T001761,2025-03-06,18,HH129,DEV0188,26.8,100.0,4.32,26.4,0.88,False
T001762,2025-03-06,19,HH131,DEV0190,15.2,96.8,3.83,26.8,0.76,False
T001763,2025-03-06,19,HH133,DEV0194,7.4,93.9,49.57,227.6,0.19,False
T001764,2025-03-06,11,HH136,DEV0199,21.5,95.5,34.09,185.8,0.62,False
T001765,2025-03-06,16,HH138,DEV0203,16.8,88.5,24.47,128.8,0.33,False
T001766,2025-03-06,14,HH139,DEV0204,13.4,95.7,30.21,151.8,0.9,False
T001767,2025-03-06,15,HH140,DEV0206,33.6,100.0,17.13,96.2,0.75,False
T001768,2025-03-07,16,HH010,DEV0014,19.6,100.0,47.92,228.5,0.81,False
T001769,2025-03-07,16,HH012,DEV0016,34.6,100.0,2.22,13.9,0.19,False
T001770,2025-03-07,17,HH016,DEV0021,14.7,94.3,36.22,163.1,0.6,False
T001771,2025-03-07,19,HH017,DEV0023,10.9,94.9,4.79,20.6,0.79,False
T001772,2025-03-07,17,HH018,DEV0024,31.9,100.0,4.63,24.2,0.68,False
T001773,2025-03-07,19,HH020,DEV0027,38.7,100.0,2.15,12.4,0.25,False
T001774,2025-03-07,15,HH021,DEV0029,14.2,92.1,3.12,14.2,0.79,False
T001775,2025-03-07,18,HH024,DEV0035,19.3,100.0,44.14,191.2,1.43,False
T001776,2025-03-07,16,HH028,DEV0040,28.1,100.0,27.75,169.9,0.6,False
T001777,2025-03-07,13,HH029,DEV0043,39.0,100.0,32.27,159.3,0.63,False
T001778,2025-03-07,15,HH030,DEV0044,12.3,88.1,2.65,14.1,0.16,False
T001779,2025-03-07,12,HH033,DEV0048,16.6,100.0,5.34,30.5,0.48,False
T001780,2025-03-07,16,HH036,DEV0051,25.3,100.0,4.48,22.6,0.93,False
T001781,2025-03-07,18,HH038,DEV0055,15.5,98.0,3.05,19.8,1.0,False
T001782,2025-03-07,18,HH039,DEV0056,29.6,100.0,30.84,158.1,1.71,False
T001783,2025-03-07,18,HH041,DEV0060,11.0,91.5,4.1,22.5,0.37,False
T001784,2025-03-07,15,HH044,DEV0066,38.5,100.0,19.25,137.8,0.77,False
T001785,2025-03-07,15,HH045,DEV0067,16.6,100.0,42.87,238.6,1.65,False
T001786,2025-03-07,15,HH049,DEV0073,8.8,99.5,3.81,21.1,0.15,False
T001787,2025-03-07,17,HH050,DEV0074,28.4,100.0,3.29,19.9,0.61,False
T001788,2025-03-07,18,HH053,DEV0078,21.0,100.0,15.8,83.6,0.32,False
T001789,2025-03-07,16,HH054,DEV0079,33.1,100.0,3.14,16.4,0.9,False
T001790,2025-03-07,19,HH056,DEV0083,19.0,96.4,16.94,75.2,0.87,False
T001791,2025-03-07,15,HH057,DEV0084,17.4,87.2,2.23,16.6,1.04,False
T001792,2025-03-07,17,HH058,DEV0086,11.9,95.5,3.01,22.0,0.7,False
T001793,2025-03-07,19,HH059,DEV0087,25.9,100.0,4.3,18.7,0.43,False
T001794,2025-03-07,14,HH060,DEV0088,5.1,77.6,5.29,31.5,1.22,False
T001795,2025-03-07,18,HH066,DEV0098,29.9,100.0,4.56,24.6,1.1,False
T001796,2025-03-07,18,HH067,DEV0099,33.0,100.0,5.36,23.4,1.37,False
T001797,2025-03-07,18,HH068,DEV0100,5.5,85.5,34.74,254.9,1.22,False
T001798,2025-03-07,18,HH070,DEV0102,32.7,100.0,2.22,13.3,0.44,False
T001799,2025-03-07,15,HH071,DEV0103,25.7,100.0,4.68,27.4,0.74,False
T001800,2025-03-07,15,HH072,DEV0104,19.9,90.6,20.72,110.2,0.22,False
T001801,2025-03-07,17,HH080,DEV0116,21.9,100.0,5.86,40.6,1.15,False
T001802,2025-03-07,17,HH082,DEV0119,20.3,90.6,4.64,25.4,1.13,False
T001803,2025-03-07,14,HH083,DEV0122,5.4,85.0,30.8,171.2,0.45,False
T001804,2025-03-07,13,HH086,DEV0126,26.9,100.0,22.73,110.5,0.48,False
T001805,2025-03-07,16,HH087,DEV0128,25.4,100.0,2.39,10.3,0.95,False
T001806,2025-03-07,15,HH088,DEV0129,35.3,100.0,29.83,152.7,0.42,False
T001807,2025-03-07,17,HH091,DEV0133,20.2,100.0,3.59,18.5,0.67,False
T001808,2025-03-07,16,HH095,DEV0138,11.5,91.0,22.49,116.1,0.97,False
T001809,2025-03-07,14,HH099,DEV0144,7.3,80.7,5.66,25.5,0.43,False
T001810,2025-03-07,17,HH104,DEV0150,34.3,100.0,21.62,93.1,0.55,False
T001811,2025-03-07,19,HH108,DEV0155,14.7,90.9,34.23,187.1,0.63,False
T001812,2025-03-07,17,HH109,DEV0157,19.7,100.0,4.98,23.6,0.75,False
T001813,2025-03-07,14,HH122,DEV0179,17.4,100.0,27.09,199.7,0.87,False
T001814,2025-03-07,15,HH123,DEV0180,8.7,91.4,17.28,127.1,0.48,False
T001815,2025-03-07,19,HH125,DEV0183,18.7,100.0,4.39,26.7,0.34,False
T001816,2025-03-07,19,HH129,DEV0188,22.3,100.0,4.58,23.8,0.61,False
T001817,2025-03-07,15,HH135,DEV0198,17.1,100.0,4.81,22.0,0.41,False
T001818,2025-03-07,17,HH136,DEV0199,9.8,93.9,38.75,243.7,0.56,False
T001819,2025-03-08,15,HH005,DEV0006,12.9,99.5,3.38,16.6,0.49,False
T001820,2025-03-08,19,HH011,DEV0015,32.4,100.0,40.29,191.3,0.71,False
T001821,2025-03-08,18,HH013,DEV0017,15.6,99.1,4.43,27.4,2.69,False
T001822,2025-03-08,12,HH016,DEV0021,11.7,100.0,40.18,187.6,0.46,False
T001823,2025-03-08,17,HH017,DEV0022,14.2,94.4,17.88,97.0,0.81,False
T001824,2025-03-08,17,HH018,DEV0024,17.1,97.6,5.48,30.9,0.68,False
T001825,2025-03-08,18,HH024,DEV0034,33.3,100.0,39.02,230.4,1.54,False
T001826,2025-03-08,19,HH027,DEV0039,7.2,84.3,2.47,14.9,0.32,False
T001827,2025-03-08,16,HH028,DEV0040,39.8,100.0,23.24,100.4,0.52,False
T001828,2025-03-08,15,HH029,DEV0042,21.2,96.9,39.42,191.5,0.69,False
T001829,2025-03-08,18,HH030,DEV0044,29.6,100.0,2.46,16.0,0.17,False
T001830,2025-03-08,19,HH031,DEV0045,26.0,100.0,37.67,179.8,0.58,False
T001831,2025-03-08,17,HH032,DEV0047,29.1,100.0,4.32,23.3,1.25,False
T001832,2025-03-08,16,HH036,DEV0052,16.7,94.4,5.75,38.9,0.86,False
T001833,2025-03-08,16,HH037,DEV0053,28.8,100.0,3.35,14.9,0.8,False
T001834,2025-03-08,16,HH042,DEV0062,24.1,100.0,22.31,119.3,0.81,False
T001835,2025-03-08,15,HH043,DEV0064,6.9,77.9,32.74,152.0,0.97,False
T001836,2025-03-08,18,HH044,DEV0066,32.5,100.0,21.13,123.3,0.66,False
T001837,2025-03-08,19,HH046,DEV0068,13.0,100.0,40.89,252.5,0.23,False
T001838,2025-03-08,17,HH047,DEV0069,12.7,97.8,43.83,323.9,0.29,False
T001839,2025-03-08,13,HH049,DEV0073,19.9,100.0,3.36,21.2,0.12,False
T001840,2025-03-08,15,HH054,DEV0079,29.4,100.0,3.32,21.1,0.95,False
T001841,2025-03-08,11,HH057,DEV0084,34.5,100.0,2.1,10.1,0.8,False
T001842,2025-03-08,12,HH058,DEV0086,32.3,100.0,2.44,17.5,0.53,False
T001843,2025-03-08,16,HH059,DEV0087,10.5,99.8,5.18,33.7,0.36,False
T001844,2025-03-08,16,HH066,DEV0098,10.2,91.0,5.25,22.5,1.15,False
T001845,2025-03-08,19,HH070,DEV0102,7.4,92.5,2.81,14.2,0.45,False
T001846,2025-03-08,16,HH072,DEV0104,13.2,99.8,25.39,145.5,0.22,False
T001847,2025-03-08,16,HH078,DEV0113,37.2,100.0,3.33,23.8,1.19,False
T001848,2025-03-08,19,HH080,DEV0116,21.6,100.0,5.88,37.4,0.96,False
T001849,2025-03-08,10,HH083,DEV0122,24.3,99.1,28.94,153.2,0.47,False
T001850,2025-03-08,17,HH084,DEV0123,6.8,95.3,4.43,20.4,0.89,False
T001851,2025-03-08,15,HH087,DEV0128,8.0,82.1,2.37,13.6,0.97,False
T001852,2025-03-08,13,HH090,DEV0131,37.3,100.0,35.17,161.3,1.48,False
T001853,2025-03-08,17,HH091,DEV0133,8.8,91.8,3.73,20.0,0.51,False
T001854,2025-03-08,18,HH095,DEV0138,30.7,100.0,19.61,105.3,0.87,False
T001855,2025-03-08,12,HH097,DEV0141,12.3,93.2,4.21,19.3,0.57,False
T001856,2025-03-08,19,HH111,DEV0162,22.6,100.0,34.06,168.4,0.91,False
T001857,2025-03-08,19,HH113,DEV0164,15.7,93.5,16.8,109.8,0.41,False
T001858,2025-03-08,16,HH115,DEV0169,36.2,100.0,25.78,181.3,0.91,False
T001859,2025-03-08,14,HH116,DEV0170,25.3,100.0,25.17,117.0,1.46,False
T001860,2025-03-08,18,HH118,DEV0172,7.8,79.0,33.13,232.7,0.86,False
T001861,2025-03-08,14,HH119,DEV0175,36.5,100.0,16.0,77.4,0.59,False
T001862,2025-03-08,14,HH126,DEV0184,13.8,93.4,6.05,29.8,0.58,False
T001863,2025-03-08,15,HH127,DEV0186,10.3,93.6,42.08,219.2,0.37,False
T001864,2025-03-08,19,HH128,DEV0187,36.8,100.0,2.65,12.5,0.2,False
T001865,2025-03-08,18,HH129,DEV0188,34.8,100.0,3.85,27.9,0.56,False
T001866,2025-03-08,16,HH133,DEV0193,36.3,100.0,2.42,11.4,0.24,False
T001867,2025-03-08,14,HH139,DEV0204,36.6,100.0,23.27,107.1,0.87,False
T001868,2025-03-09,13,HH004,DEV0005,9.0,90.4,5.86,25.6,0.29,False
T001869,2025-03-09,15,HH006,DEV0007,9.4,87.8,16.15,110.4,1.86,False
T001870,2025-03-09,18,HH009,DEV0013,23.0,100.0,4.31,23.8,0.21,False
T001871,2025-03-09,14,HH011,DEV0015,28.1,98.4,41.88,259.0,0.92,False
T001872,2025-03-09,16,HH012,DEV0016,39.6,100.0,2.05,12.9,0.23,False
T001873,2025-03-09,17,HH013,DEV0018,30.3,100.0,5.23,35.6,2.93,False
T001874,2025-03-09,19,HH015,DEV0020,15.5,98.6,2.82,12.8,1.13,False
T001875,2025-03-09,15,HH023,DEV0032,36.3,100.0,37.77,185.8,0.62,False
T001876,2025-03-09,16,HH024,DEV0035,11.4,99.2,48.02,224.0,1.57,False
T001877,2025-03-09,16,HH026,DEV0038,9.9,94.0,42.04,230.4,0.35,False
T001878,2025-03-09,19,HH027,DEV0039,7.6,82.9,2.41,16.1,0.41,False
T001879,2025-03-09,18,HH037,DEV0053,30.4,100.0,3.27,16.5,1.11,False
T001880,2025-03-09,14,HH041,DEV0060,6.2,84.2,3.98,28.8,0.31,False
T001881,2025-03-09,19,HH045,DEV0067,21.7,100.0,40.25,214.8,1.54,False
T001882,2025-03-09,15,HH049,DEV0073,17.4,93.0,3.18,18.8,0.15,False
T001883,2025-03-09,14,HH050,DEV0074,24.6,100.0,3.47,17.8,0.51,False
T001884,2025-03-09,12,HH051,DEV0075,18.4,100.0,4.0,25.4,0.65,False
T001885,2025-03-09,19,HH052,DEV0076,28.7,100.0,3.21,13.9,0.54,False
T001886,2025-03-09,15,HH057,DEV0084,21.9,100.0,2.5,11.3,0.85,False
T001887,2025-03-09,15,HH060,DEV0089,32.1,100.0,17.99,107.8,0.91,False
T001888,2025-03-09,17,HH067,DEV0099,18.9,100.0,6.49,37.6,1.31,False
T001889,2025-03-09,16,HH071,DEV0103,21.3,100.0,4.96,31.0,0.8,False
T001890,2025-03-09,17,HH080,DEV0116,32.0,100.0,5.1,36.3,1.12,False
T001891,2025-03-09,10,HH082,DEV0121,34.0,100.0,28.51,123.4,0.89,False
T001892,2025-03-09,16,HH083,DEV0122,13.3,100.0,33.55,168.6,0.54,False
T001893,2025-03-09,19,HH084,DEV0123,28.1,100.0,3.6,18.3,0.68,False
T001894,2025-03-09,15,HH085,DEV0124,20.6,92.0,23.98,140.4,0.12,False
T001895,2025-03-09,15,HH086,DEV0126,27.6,100.0,22.52,109.5,0.36,False
T001896,2025-03-09,16,HH089,DEV0130,16.2,89.6,3.3,17.4,0.19,False
T001897,2025-03-09,12,HH097,DEV0141,24.7,98.6,3.84,24.0,0.58,False
T001898,2025-03-09,18,HH099,DEV0144,10.6,93.1,6.35,45.4,0.36,False
T001899,2025-03-09,19,HH101,DEV0147,21.7,100.0,2.82,18.4,0.13,False
T001900,2025-03-09,11,HH106,DEV0152,26.3,97.4,37.47,196.5,0.37,False
T001901,2025-03-09,13,HH109,DEV0156,34.7,100.0,4.96,28.6,0.65,False
T001902,2025-03-09,19,HH111,DEV0161,35.3,100.0,4.27,19.2,0.54,False
T001903,2025-03-09,16,HH112,DEV0163,16.4,95.6,26.69,129.7,0.39,False
T001904,2025-03-09,15,HH118,DEV0172,34.9,100.0,30.27,141.9,0.78,False
T001905,2025-03-09,13,HH119,DEV0175,29.4,100.0,17.79,85.7,0.62,False
T001906,2025-03-09,15,HH120,DEV0176,21.2,95.7,4.77,22.9,0.6,False
T001907,2025-03-09,17,HH124,DEV0181,7.4,84.2,34.08,150.0,1.0,False
T001908,2025-03-09,17,HH133,DEV0193,30.1,100.0,2.66,18.7,0.21,False
T001909,2025-03-09,17,HH134,DEV0196,40.0,100.0,4.44,21.6,0.7,False
T001910,2025-03-09,19,HH135,DEV0198,13.4,100.0,5.02,36.6,0.42,False
T001911,2025-03-09,19,HH136,DEV0199,23.3,100.0,35.36,155.9,0.72,False
T001912,2025-03-10,19,HH009,DEV0013,10.6,88.9,4.39,25.5,0.3,False
T001913,2025-03-10,15,HH010,DEV0014,35.1,100.0,38.68,177.5,0.78,False
T001914,2025-03-10,14,HH012,DEV0016,15.7,100.0,2.87,21.4,0.21,False
T001915,2025-03-10,18,HH014,DEV0019,8.8,93.5,3.81,24.7,0.6,False
T001916,2025-03-10,13,HH016,DEV0021,22.6,95.2,33.02,234.1,0.48,False
T001917,2025-03-10,12,HH019,DEV0026,35.8,100.0,21.57,106.9,0.53,False
T001918,2025-03-10,19,HH020,DEV0027,5.8,87.3,2.85,19.2,0.25,False
T001919,2025-03-10,13,HH024,DEV0035,10.0,79.2,37.86,175.3,1.44,False
T001920,2025-03-10,15,HH025,DEV0036,26.4,100.0,4.27,27.1,0.66,False
T001921,2025-03-10,10,HH027,DEV0039,31.6,100.0,2.19,13.0,0.37,False
T001922,2025-03-10,19,HH035,DEV0050,11.9,85.8,25.04,147.6,0.52,False
T001923,2025-03-10,18,HH038,DEV0054,25.6,99.7,23.63,162.1,1.03,False
T001924,2025-03-10,15,HH040,DEV0059,14.3,88.9,2.31,12.7,0.69,False
T001925,2025-03-10,19,HH042,DEV0063,14.0,90.4,5.73,25.4,0.8,False
T001926,2025-03-10,18,HH044,DEV0066,10.4,91.6,25.42,172.2,1.08,False
T001927,2025-03-10,19,HH046,DEV0068,28.4,100.0,33.65,177.5,0.26,False
T001928,2025-03-10,14,HH047,DEV0070,14.2,96.8,19.9,94.6,0.24,False
T001929,2025-03-10,16,HH050,DEV0074,11.5,95.4,3.86,26.8,0.56,False
T001930,2025-03-10,18,HH058,DEV0086,14.1,100.0,3.09,18.0,0.54,False
T001931,2025-03-10,19,HH060,DEV0088,14.5,96.2,5.96,28.8,0.87,False
T001932,2025-03-10,12,HH066,DEV0098,36.8,100.0,4.11,18.0,1.04,False
T001933,2025-03-10,15,HH070,DEV0102,33.1,100.0,2.21,14.6,0.39,False
T001934,2025-03-10,13,HH075,DEV0109,5.9,91.8,35.07,168.4,0.6,False
T001935,2025-03-10,13,HH076,DEV0110,7.2,84.5,27.69,128.4,0.93,False
T001936,2025-03-10,17,HH078,DEV0113,14.2,91.9,4.12,24.2,1.16,False
T001937,2025-03-10,16,HH082,DEV0121,8.1,80.5,31.27,233.3,0.93,False
T001938,2025-03-10,19,HH083,DEV0122,8.0,97.2,34.51,257.1,0.58,False
T001939,2025-03-10,19,HH085,DEV0124,39.6,100.0,20.29,92.9,0.14,False
T001940,2025-03-10,17,HH094,DEV0137,17.6,87.3,3.42,19.0,0.27,False
T001941,2025-03-10,18,HH096,DEV0140,34.1,100.0,4.74,25.3,0.24,False
T001942,2025-03-10,13,HH098,DEV0142,5.9,82.1,41.92,208.8,0.8,False
T001943,2025-03-10,18,HH105,DEV0151,33.8,100.0,3.31,20.2,0.78,False
T001944,2025-03-10,16,HH112,DEV0163,32.8,100.0,22.65,115.5,0.51,False
T001945,2025-03-10,18,HH119,DEV0174,39.1,100.0,18.21,134.8,0.6,False
T001946,2025-03-10,17,HH120,DEV0176,18.9,94.2,4.82,24.4,0.48,False
T001947,2025-03-10,14,HH127,DEV0186,27.3,99.7,36.58,165.8,0.35,False
T001948,2025-03-10,15,HH128,DEV0187,26.9,100.0,3.07,19.9,0.2,False
T001949,2025-03-10,18,HH134,DEV0197,24.5,100.0,18.5,114.4,0.59,False
T001950,2025-03-10,18,HH135,DEV0198,6.1,88.3,4.77,33.8,0.37,False
T001951,2025-03-10,17,HH140,DEV0206,9.6,91.2,21.05,124.1,0.75,False
T001952,2025-03-11,19,HH004,DEV0005,8.8,95.2,6.22,31.3,0.21,False
T001953,2025-03-11,12,HH005,DEV0006,22.5,90.7,2.66,11.7,0.62,False
T001954,2025-03-11,19,HH006,DEV0007,6.5,90.5,17.3,74.3,1.89,False
T001955,2025-03-11,19,HH007,DEV0008,23.5,98.2,2.84,12.5,0.76,False
T001956,2025-03-11,16,HH009,DEV0013,16.4,94.8,4.39,26.2,0.22,False
T001957,2025-03-11,19,HH012,DEV0016,22.8,93.7,2.41,12.5,0.19,False
T001958,2025-03-11,19,HH016,DEV0021,12.4,91.5,36.0,268.9,0.43,False
T001959,2025-03-11,19,HH018,DEV0024,31.5,100.0,4.66,28.3,0.74,False
T001960,2025-03-11,17,HH022,DEV0031,29.5,100.0,14.31,81.3,0.57,False
T001961,2025-03-11,17,HH025,DEV0036,28.7,100.0,4.14,24.5,0.68,False
T001962,2025-03-11,14,HH027,DEV0039,10.2,100.0,2.87,12.8,0.35,False
T001963,2025-03-11,19,HH029,DEV0041,12.8,94.1,5.69,29.8,0.64,False
T001964,2025-03-11,17,HH042,DEV0061,38.9,100.0,25.42,173.6,0.81,False
T001965,2025-03-11,16,HH044,DEV0066,9.7,80.8,22.24,161.8,0.7,False
T001966,2025-03-11,17,HH049,DEV0073,21.3,100.0,3.31,19.6,0.14,False
T001967,2025-03-11,12,HH050,DEV0074,19.4,100.0,3.71,27.1,0.55,False
T001968,2025-03-11,19,HH053,DEV0078,19.8,96.0,15.23,111.4,0.24,False
T001969,2025-03-11,13,HH054,DEV0079,33.3,100.0,3.13,13.9,0.88,False
T001970,2025-03-11,16,HH056,DEV0083,11.0,100.0,19.49,104.0,0.93,False
T001971,2025-03-11,18,HH057,DEV0084,11.8,82.5,2.26,10.4,0.98,False
T001972,2025-03-11,15,HH061,DEV0091,37.1,100.0,3.77,16.3,1.1,False
T001973,2025-03-11,19,HH063,DEV0093,5.4,89.4,24.1,153.8,1.34,False
T001974,2025-03-11,18,HH066,DEV0098,20.2,94.5,4.83,22.0,1.07,False
T001975,2025-03-11,14,HH071,DEV0103,22.5,100.0,4.88,31.0,0.8,False
T001976,2025-03-11,15,HH075,DEV0109,38.5,100.0,25.09,163.8,0.57,False
T001977,2025-03-11,16,HH076,DEV0110,33.8,100.0,23.7,169.7,1.17,False
T001978,2025-03-11,17,HH084,DEV0123,6.1,86.3,4.01,24.0,1.1,False
T001979,2025-03-11,14,HH085,DEV0124,28.3,100.0,24.09,114.1,0.09,False
T001980,2025-03-11,17,HH091,DEV0133,19.5,100.0,3.62,16.7,0.6,False
T001981,2025-03-11,18,HH097,DEV0141,20.1,100.0,4.15,19.3,0.46,False
T001982,2025-03-11,19,HH098,DEV0143,38.4,100.0,3.51,16.7,0.88,False
T001983,2025-03-11,18,HH101,DEV0147,8.9,92.4,3.0,15.8,0.13,False
T001984,2025-03-11,17,HH105,DEV0151,31.6,100.0,3.42,16.5,0.71,False
T001985,2025-03-11,16,HH109,DEV0157,27.1,100.0,4.52,29.2,0.74,False
T001986,2025-03-11,15,HH112,DEV0163,36.6,100.0,21.37,98.0,0.5,False
T001987,2025-03-11,16,HH114,DEV0166,29.8,100.0,4.42,19.4,0.92,False
T001988,2025-03-11,18,HH119,DEV0175,36.9,100.0,15.9,102.1,0.59,False
T001989,2025-03-11,12,HH120,DEV0176,21.9,93.1,4.56,20.0,0.5,False
T001990,2025-03-11,19,HH123,DEV0180,32.3,100.0,14.15,60.8,0.36,False
T001991,2025-03-11,12,HH124,DEV0181,27.2,100.0,32.32,181.1,0.84,False
T001992,2025-03-11,18,HH125,DEV0183,27.4,100.0,3.92,22.8,0.41,False
T001993,2025-03-11,15,HH128,DEV0187,12.6,89.6,3.23,19.3,0.2,False
T001994,2025-03-11,19,HH132,DEV0191,23.0,93.0,17.84,88.8,0.96,False
T001995,2025-03-12,19,HH004,DEV0005,20.2,99.6,5.72,29.3,0.3,False
T001996,2025-03-12,19,HH028,DEV0040,22.7,96.1,28.34,178.4,0.56,False
T001997,2025-03-12,15,HH031,DEV0046,13.2,95.9,42.99,206.7,0.58,False
T001998,2025-03-12,18,HH033,DEV0048,7.7,80.9,4.69,30.4,0.37,False
T001999,2025-03-12,18,HH040,DEV0059,7.4,83.5,2.36,15.2,0.6,False
T002000,2025-03-12,18,HH041,DEV0060,33.6,100.0,3.39,14.6,0.31,False
T002001,2025-03-12,19,HH042,DEV0061,10.7,86.2,31.39,192.8,0.81,False
T002002,2025-03-12,16,HH045,DEV0067,36.4,100.0,32.69,205.4,1.8,False
T002003,2025-03-12,16,HH047,DEV0069,8.7,88.0,40.86,296.2,0.29,False
T002004,2025-03-12,15,HH048,DEV0071,5.9,88.2,33.35,247.4,0.08,False
T002005,2025-03-12,19,HH049,DEV0073,31.0,100.0,2.9,18.0,0.12,False
T002006,2025-03-12,18,HH050,DEV0074,8.4,95.0,3.98,18.7,0.67,False
T002007,2025-03-12,16,HH057,DEV0084,32.5,100.0,2.16,12.0,0.71,False
T002008,2025-03-12,19,HH059,DEV0087,16.0,100.0,4.87,30.5,0.43,False
T002009,2025-03-12,19,HH060,DEV0089,31.4,100.0,18.18,131.9,1.2,False
T002010,2025-03-12,14,HH061,DEV0091,12.7,86.6,4.43,31.7,1.04,False
T002011,2025-03-12,15,HH062,DEV0092,14.2,94.8,26.36,159.5,0.95,False
T002012,2025-03-12,18,HH067,DEV0099,14.2,85.0,5.66,28.1,1.16,False
T002013,2025-03-12,18,HH070,DEV0102,5.5,86.0,2.66,19.1,0.43,False
T002014,2025-03-12,13,HH075,DEV0109,18.2,93.5,30.71,183.3,0.62,False
T002015,2025-03-12,15,HH080,DEV0116,14.3,98.0,6.28,39.6,1.17,False
T002016,2025-03-12,19,HH081,DEV0118,18.4,100.0,17.05,85.7,1.7,False
T002017,2025-03-12,19,HH085,DEV0124,9.2,98.2,29.9,223.6,0.08,False
T002018,2025-03-12,14,HH088,DEV0129,23.8,100.0,35.13,237.2,0.42,False
T002019,2025-03-12,18,HH089,DEV0130,35.8,100.0,2.89,13.3,0.14,False
